time,open,high,low,close,ATR,EMA,EMA,Hiden bar color (Open),Hiden bar color (High,Hiden bar color (Low),Hiden bar color (Close),EMA,Volume,Volume MA,Previous Cumulative Volume,Previous Day&#039;s Volume,Cumulative Volume,Previous Cumulative Volume Line,Cumulative Volume Ratio
2020-01-02T20:30:00Z,5.78,5.78,5.77,5.77,NaN,NaN,NaN,5.78,5.78,5.77,5.77,5.779214796520268,1330,NaN,162515,0,162515,162515,1
2020-01-02T20:45:00Z,5.78,5.78,5.77,5.77,0.02988573216901981,NaN,NaN,5.78,5.78,5.77,5.77,5.77779713551715,2150,NaN,164665,0,164665,164665,1
2020-01-03T12:00:00Z,5.84,5.86,5.83,5.84,NaN,5.851461571675285,5.840982028383294,5.84,5.86,5.83,5.84,5.78736680697605,15900,NaN,NaN,164665,15900,NaN,NaN
2020-01-03T12:15:00Z,5.83,5.84,5.83,5.84,NaN,NaN,NaN,5.83,5.84,5.83,5.84,5.7954642212874266,4840,NaN,NaN,164665,20740,NaN,NaN
2020-01-03T12:30:00Z,5.84,5.84,5.83,5.84,NaN,NaN,NaN,5.84,5.84,5.83,5.84,5.8023158795509,1355,NaN,NaN,164665,22095,NaN,NaN
2020-01-03T12:45:00Z,5.83,5.84,5.81,5.82,0.04081559904737998,NaN,NaN,5.83,5.84,5.81,5.82,5.805036513466146,8630,NaN,NaN,164665,30725,NaN,NaN
2020-01-03T13:00:00Z,5.82,5.82,5.81,5.82,NaN,NaN,NaN,5.82,5.82,5.81,5.82,5.807338588317508,4715,NaN,NaN,164665,35440,NaN,NaN
2020-01-03T13:15:00Z,5.82,5.82,5.79,5.8,NaN,NaN,NaN,5.82,5.82,5.79,5.8,5.806209574730199,6315,NaN,NaN,164665,41755,NaN,NaN
2020-01-03T13:30:00Z,5.8,5.81,5.8,5.81,NaN,NaN,NaN,5.8,5.81,5.8,5.81,5.806792717079399,2525,NaN,NaN,164665,44280,NaN,NaN
2020-01-03T13:45:00Z,5.81,5.82,5.81,5.81,0.03884912649331094,NaN,NaN,5.81,5.82,5.81,5.81,5.80728614522103,990,NaN,NaN,164665,45270,NaN,NaN
2020-01-03T14:00:00Z,5.81,5.82,5.81,5.81,NaN,NaN,NaN,5.81,5.82,5.81,5.81,5.807703661340872,3085,NaN,NaN,164665,48355,NaN,NaN
2020-01-03T14:15:00Z,5.82,5.83,5.81,5.83,NaN,NaN,NaN,5.82,5.83,5.81,5.83,5.81113386728843,3240,NaN,NaN,164665,51595,NaN,NaN
2020-01-03T14:30:00Z,5.82,5.82,5.81,5.81,NaN,NaN,NaN,5.82,5.82,5.81,5.81,5.810959426167133,10800,NaN,NaN,164665,62395,NaN,NaN
2020-01-03T14:45:00Z,5.81,5.83,5.81,5.82,0.035422012585436306,NaN,NaN,5.81,5.83,5.81,5.82,5.812350283679882,5625,NaN,NaN,164665,68020,NaN,NaN
2020-01-03T15:00:00Z,5.81,5.82,5.8,5.8,NaN,NaN,NaN,5.81,5.82,5.8,5.8,5.810450240036823,7395,NaN,NaN,164665,75415,NaN,NaN
2020-01-03T15:15:00Z,5.8,5.81,5.8,5.8,NaN,NaN,NaN,5.8,5.81,5.8,5.8,5.808842510800388,6120,NaN,NaN,164665,81535,NaN,NaN
2020-01-03T15:30:00Z,5.8,5.81,5.79,5.79,NaN,NaN,NaN,5.8,5.81,5.79,5.79,5.8059436629849435,6580,NaN,NaN,164665,88115,NaN,NaN
2020-01-03T15:45:00Z,5.79,5.8,5.79,5.79,0.03443619211535702,NaN,NaN,5.79,5.8,5.79,5.79,5.803490791756491,5300,5161.6,NaN,164665,93415,NaN,NaN
2020-01-03T16:00:00Z,5.78,5.79,5.78,5.78,NaN,NaN,NaN,5.78,5.79,5.78,5.78,5.799876823793953,7060,5187,NaN,164665,100475,NaN,NaN
2020-01-03T16:15:00Z,5.78,5.78,5.77,5.77,NaN,NaN,NaN,5.78,5.78,5.77,5.77,5.795280389364114,1015,5054.5,NaN,164665,101490,NaN,NaN
2020-01-03T16:30:00Z,5.81,5.81,5.78,5.78,NaN,NaN,NaN,5.81,5.81,5.78,5.78,5.7929295602311734,4425,5085.6,NaN,164665,105915,NaN,NaN
2020-01-03T16:45:00Z,5.78,5.78,5.78,5.78,0.03544779354892848,NaN,NaN,5.78,5.78,5.78,5.78,5.7909403971186855,2180,5092.6,NaN,164665,108095,NaN,NaN
2020-01-03T17:00:00Z,5.78,5.78,5.78,5.78,NaN,NaN,NaN,5.78,5.78,5.78,5.78,5.7892572591004265,1835,5118.6,NaN,164665,109930,NaN,NaN
2020-01-03T17:15:00Z,5.77,5.78,5.77,5.77,NaN,NaN,NaN,5.77,5.78,5.77,5.77,5.786294603854207,6125,5051.9,NaN,164665,116055,NaN,NaN
2020-01-03T17:30:00Z,5.77,5.77,5.76,5.77,NaN,NaN,NaN,5.77,5.77,5.76,5.77,5.783787741722791,1655,4997.7,NaN,164665,117710,NaN,NaN
2020-01-03T17:45:00Z,5.77,5.78,5.77,5.78,0.032639103812759744,NaN,NaN,5.77,5.78,5.77,5.78,5.783205012226977,1820,4937.1,NaN,164665,119530,NaN,NaN
2020-01-03T18:00:00Z,5.77,5.78,5.77,5.77,NaN,NaN,NaN,5.77,5.78,5.77,5.77,5.781173471884365,2100,4815.9,NaN,164665,121630,NaN,NaN
2020-01-03T18:15:00Z,5.78,5.78,5.77,5.77,NaN,NaN,NaN,5.78,5.78,5.77,5.77,5.779454476209848,6245,4830.6,NaN,164665,127875,NaN,NaN
2020-01-03T18:30:00Z,5.77,5.79,5.77,5.78,NaN,NaN,NaN,5.77,5.79,5.77,5.78,5.779538402946795,4190,4755.5,NaN,164665,132065,NaN,NaN
2020-01-03T18:45:00Z,5.78,5.78,5.77,5.78,0.030341084937712603,NaN,NaN,5.78,5.78,5.77,5.78,5.779609417878057,1565,4640.7,NaN,164665,133630,NaN,NaN
2020-01-03T19:15:00Z,5.78,5.78,5.78,5.78,NaN,NaN,NaN,5.78,5.78,5.78,5.78,5.779669507435279,4175,4677,NaN,164665,137805,NaN,NaN
2020-01-03T19:45:00Z,5.79,5.79,5.79,5.79,0.026642705858128453,NaN,NaN,5.79,5.79,5.79,5.79,5.781258813983698,955,4687,NaN,164665,138760,NaN,NaN
2020-01-03T20:00:00Z,5.78,5.79,5.78,5.78,NaN,NaN,NaN,5.78,5.79,5.78,5.78,5.781065150293898,635,4651.2,NaN,164665,139395,NaN,NaN
2020-01-03T20:15:00Z,5.78,5.79,5.78,5.79,NaN,NaN,NaN,5.78,5.79,5.78,5.79,5.782439742556376,5795,4643.6,NaN,164665,145190,NaN,NaN
2020-01-03T20:30:00Z,5.79,5.8,5.79,5.8,NaN,NaN,NaN,5.79,5.8,5.79,5.8,5.785141320624626,3050,4587.7,NaN,164665,148240,NaN,NaN
2020-01-03T20:45:00Z,5.8,5.82,5.78,5.81,0.029071304793014195,NaN,NaN,5.8,5.82,5.78,5.81,5.788965732836222,1960,4569.5,NaN,164665,150200,NaN,NaN
2020-01-06T12:00:00Z,5.82,5.82,5.79,5.8,NaN,5.838468558643416,5.835438207621177,5.82,5.82,5.79,5.8,5.7906633123998805,1995,4594.7,NaN,150200,1995,NaN,NaN
2020-01-06T12:15:00Z,5.8,5.81,5.8,5.8,NaN,NaN,NaN,5.8,5.81,5.8,5.8,5.792099725876822,3605,4545.6,NaN,150200,5600,NaN,NaN
2020-01-06T12:30:00Z,5.8,5.8,5.79,5.8,NaN,NaN,NaN,5.8,5.8,5.79,5.8,5.793315152665003,1745,4544.5,NaN,150200,7345,NaN,NaN
2020-01-06T12:45:00Z,5.79,5.79,5.79,5.79,0.02924015846701166,NaN,NaN,5.79,5.79,5.79,5.79,5.792805129178079,2080,4480.5,NaN,150200,9425,NaN,NaN
2020-01-06T13:00:00Z,5.8,5.81,5.8,5.8,NaN,NaN,NaN,5.8,5.81,5.8,5.8,5.793912032381452,2000,4361.3,NaN,150200,11425,NaN,NaN
2020-01-06T13:15:00Z,5.8,5.82,5.8,5.81,NaN,NaN,NaN,5.8,5.82,5.8,5.81,5.796387104322767,4830,4408.5,NaN,150200,16255,NaN,NaN
2020-01-06T13:30:00Z,5.81,5.83,5.81,5.83,NaN,NaN,NaN,5.81,5.83,5.81,5.83,5.801558319042341,6075,4302.8,NaN,150200,22330,NaN,NaN
2020-01-06T13:45:00Z,5.83,5.84,5.82,5.83,0.03301467510937314,NaN,NaN,5.83,5.84,5.82,5.83,5.805933962266597,5175,4380.9,NaN,150200,27505,NaN,NaN
2020-01-06T14:00:00Z,5.83,5.86,5.83,5.85,NaN,NaN,NaN,5.83,5.86,5.83,5.85,5.81271335268712,10310,4351.5,NaN,150200,37815,NaN,NaN
2020-01-06T14:15:00Z,5.84,5.85,5.84,5.85,NaN,NaN,NaN,5.84,5.85,5.84,5.85,5.8184497599660245,3470,4207.8,NaN,150200,41285,NaN,NaN
2020-01-06T14:30:00Z,5.85,5.85,5.83,5.84,NaN,NaN,NaN,5.85,5.85,5.83,5.84,5.821765181509713,3870,4077.4,NaN,150200,45155,NaN,NaN
2020-01-06T14:45:00Z,5.84,5.85,5.84,5.84,0.032466552362214435,NaN,NaN,5.84,5.85,5.84,5.84,5.824570538200526,3575,4074.5,NaN,150200,48730,NaN,NaN
2020-01-06T15:00:00Z,5.84,5.85,5.83,5.83,NaN,NaN,NaN,5.84,5.85,5.83,5.83,5.82540584001583,3345,4125.8,NaN,150200,52075,NaN,NaN
